cycle_id	birth	death	lifetime	died_by	len
0	5	274	269	new	3
1	5	336	331	new	3
2	6	387	381	new	3
3	9	353	344	new	3
4	9	477	468	new	3
5	11	322	311	new	3
6	13	232	219	new	3
7	13	477	464	path	3
8	13	274	261	path	3
9	14	252	238	new	3
10	14	624	610	new	3
11	15	336	321	path	3
12	15	382	367	new	3
13	16	228	212	new	3
14	18	339	321	new	3
15	18	335	317	new	3
16	19	454	435	path	3
17	19	387	368	path	3
18	21	329	308	new	3
19	22	334	312	new	3
20	23	304	281	new	3
21	24	387	363	path	3
22	24	562	538	path	3
23	25	244	219	new	3
24	25	322	297	path	3
25	27	326	299	path	3
26	27	274	247	path	3
27	27	272	245	new	3
28	27	387	360	path	3
29	28	305	277	new	3
30	29	163	134	new	3
31	29	191	162	new	3
32	29	310	281	new	3
33	30	562	532	new	3
34	31	334	303	path	3
35	31	207	176	new	3
36	32	208	176	new	3
37	32	471	439	path	3
38	33	457	424	new	3
39	36	435	399	new	3
40	36	455	419	path	3
41	36	254	218	new	3
42	37	335	298	path	3
43	38	191	153	new	3
44	40	305	265	new	3
45	40	281	241	new	3
46	40	237	197	new	3
47	40	383	343	new	3
48	41	341	300	path	3
49	41	301	260	new	3
50	42	322	280	path	3
51	42	185	143	new	3
52	42	271	229	new	3
53	42	464	422	new	3
54	43	253	210	new	3
55	43	232	189	new	3
56	44	454	410	path	3
57	44	274	230	new	3
58	44	471	427	new	3
59	45	664	619	new	3
60	45	326	281	path	3
61	45	207	162	new	3
62	46	451	405	new	3
63	46	182	136	new	3
64	46	733	687	path	3
65	46	310	264	path	3
66	47	181	134	new	3
67	47	181	134	new	3
68	47	353	306	path	3
69	47	427	380	new	3
70	48	435	387	path	3
71	48	455	407	path	3
72	48	562	514	path	3
73	49	183	134	new	3
74	49	358	309	path	3
75	49	182	133	new	3
76	49	177	128	new	3
77	50	562	512	path	3
78	50	249	199	new	3
79	50	336	286	path	3
80	50	406	356	new	3
81	50	222	172	new	3
82	51	215	164	new	3
83	51	187	136	new	3
84	51	343	292	path	3
85	51	252	201	path	3
86	51	500	449	new	3
87	52	290	238	new	3
88	53	189	136	new	3
89	53	674	621	new	3
90	53	471	418	path	3
91	53	219	166	new	3
92	53	184	131	new	3
93	53	456	403	new	3
94	54	274	220	new	3
95	54	309	255	new	3
96	55	189	134	new	3
97	55	334	279	path	3
98	55	393	338	path	3
99	55	266	211	new	3
100	55	361	306	path	3
101	56	361	305	path	3
102	56	310	254	path	3
103	56	199	143	new	3
104	57	465	408	new	3
105	57	191	134	new	3
106	58	252	194	path	3
107	58	296	238	new	3
108	58	273	215	new	3
109	58	212	154	new	3
110	60	206	146	new	3
111	62	299	237	new	3
112	62	195	133	new	3
113	63	196	133	new	3
114	63	261	198	new	3
115	63	316	253	new	3
116	64	240	176	new	3
117	64	219	155	path	3
118	65	341	276	path	3
119	66	236	170	new	3
120	67	282	215	new	3
121	67	548	481	new	3
122	67	375	308	path	3
123	68	202	134	new	3
124	71	412	341	new	3
125	71	339	268	path	3
126	72	274	202	new	3
127	74	457	383	new	3
128	79	528	449	new	3
129	80	296	216	new	3
130	82	266	184	path	3
131	82	274	192	path	3
132	85	304	219	new	3
133	86	276	190	new	3
134	88	280	192	new	3
135	89	300	211	new	3
136	93	454	361	path	3
137	94	337	243	new	3
138	95	493	398	path	3
139	95	275	180	new	3
140	95	231	136	new	3
141	96	353	257	path	3
142	96	265	169	new	3
143	97	316	219	path	3
144	97	340	243	new	3
145	98	263	165	new	3
146	98	298	200	new	3
147	100	249	149	new	3
148	100	288	188	new	3
149	102	490	388	new	3
150	107	336	229	path	3
151	114	326	212	new	3
152	121	335	214	path	3
153	122	382	260	path	3
154	123	276	153	new	3
155	123	596	473	path	3
156	124	329	205	path	3
157	125	259	134	new	3
158	125	480	355	new	3
159	125	259	134	new	3
160	125	259	134	new	3
161	125	581	456	new	3
162	127	317	190	new	3
163	127	427	300	path	3
164	127	370	243	path	3
165	127	270	143	new	3
166	127	294	167	new	3
