cycle_id	birth	death	lifetime	died_by	len
0	7	379	372	new	3
1	7	290	283	new	3
2	11	340	329	new	3
3	11	379	368	path	3
4	11	359	348	new	3
5	11	398	387	path	3
6	12	290	278	new	3
7	13	290	277	path	3
8	13	398	385	path	3
9	13	549	536	new	3
10	13	398	385	path	3
11	14	398	384	path	3
12	15	244	229	new	3
13	15	340	325	path	3
14	16	371	355	new	3
15	17	355	338	new	3
16	17	386	369	new	3
17	17	327	310	new	3
18	18	169	151	new	3
19	19	199	180	new	3
20	19	276	257	new	3
21	19	162	143	new	3
22	19	171	152	new	3
23	19	273	254	new	3
24	20	355	335	path	3
25	20	530	510	new	3
26	20	385	365	path	3
27	21	372	351	new	3
28	23	258	235	new	3
29	23	316	293	new	3
30	23	226	203	new	3
31	24	189	165	new	3
32	24	253	229	new	3
33	25	237	212	new	3
34	25	254	229	new	3
35	26	393	367	path	3
36	26	269	243	new	3
37	26	306	280	new	3
38	26	257	231	new	3
39	27	418	391	new	3
40	27	346	319	new	3
41	27	161	134	new	3
42	28	327	299	path	3
43	28	162	134	new	3
44	29	268	239	new	3
45	29	464	435	new	3
46	29	281	252	new	3
47	29	241	212	new	3
48	29	294	265	new	3
49	29	379	350	path	3
50	30	315	285	new	3
51	31	237	206	path	3
52	31	327	296	new	3
53	31	381	350	new	3
54	32	274	242	new	3
55	33	207	174	new	3
56	34	512	478	path	3
57	34	510	476	new	3
58	34	398	364	path	3
59	35	333	298	new	3
60	35	481	446	new	3
61	35	177	142	new	3
62	37	359	322	path	3
63	37	305	268	new	3
64	37	244	207	new	3
65	38	353	315	new	3
66	41	292	251	new	3
67	42	447	405	new	3
68	43	219	176	new	3
69	43	664	621	new	3
70	43	177	134	new	3
71	46	188	142	new	3
72	61	379	318	path	3
73	62	264	202	new	3
74	64	537	473	new	3
75	64	371	307	path	3
76	70	236	166	new	3
77	70	349	279	path	3
78	71	207	136	new	3
79	72	333	261	new	3
80	73	482	409	new	3
81	77	267	190	new	3
82	78	254	176	new	3
83	78	259	181	new	3
84	79	347	268	new	3
85	79	361	282	new	3
86	80	214	134	new	3
87	84	268	184	new	3
88	91	350	259	new	3
89	93	323	230	new	3
90	93	326	233	new	3
91	94	410	316	new	3
92	96	305	209	path	3
93	98	231	133	new	3
94	98	300	202	new	3
95	99	327	228	path	3
96	100	269	169	path	3
97	100	353	253	new	3
98	101	316	215	new	3
99	101	340	239	path	3
100	102	370	268	new	3
101	103	333	230	path	3
102	103	456	353	new	3
103	103	239	136	new	3
104	104	327	223	path	3
105	104	268	164	new	3
106	105	443	338	new	3
107	105	327	222	path	3
108	106	303	197	new	3
109	107	402	295	path	3
110	107	305	198	path	3
111	107	264	157	new	3
112	107	536	429	path	3
113	108	319	211	new	3
114	108	244	136	new	3
115	108	237	129	new	3
116	108	507	399	new	3
117	109	340	231	path	3
118	110	249	139	new	3
119	110	241	131	new	3
120	112	266	154	new	3
121	112	246	134	new	3
122	112	246	134	new	3
123	112	245	133	new	3
